;10_kurt_total_ips_origem;10_skw_total_ips_origem;10_coefficient_variation_total_ips_origem;10_kurt_total_ips_destino;10_skw_total_ips_destino;10_coefficient_variation_total_ips_destino;10_kurt_total_pacotes;10_skw_total_pacotes;10_coefficient_variation_total_pacotes;has_bot
449;0.6563676633515461;0.9844609969366348;0.8306110668491449;2.1672448322185804;1.2693907775734266;0.8575695883638159;61.34970219012763;7.492063936010651;3.176003527597976;0
450;0.7563114758181068;1.004880680697222;0.8320883164020277;2.353074165407709;1.2925074658062676;0.8575106222142606;61.91336812727557;7.540337696079235;3.2285021131730858;0
451;0.7563114758181068;1.004880680697222;0.8320883164020277;2.353074165407709;1.2925074658062676;0.8575106222142606;61.906914403461066;7.539802433767456;3.230535772539347;0
452;0.7607376564575083;1.0102060762266285;0.8337905275481725;2.35740452744934;1.2972516503582292;0.8592515091332193;61.89789631957978;7.539061139031253;3.233582471941724;0
453;0.7464229897047138;1.0039790485461104;0.8370051336696638;2.3338733471632613;1.290109018679512;0.8624149935321368;61.88975351828727;7.538367487742322;3.2356432210612245;0
454;0.7464229897047138;1.0039790485461104;0.8370051336696638;2.3338733471632613;1.290109018679512;0.8624149935321368;61.88975351828727;7.538367487742322;3.2356432210612245;0
455;0.7684144455231935;1.0095347596107138;0.8313344237505932;2.3694155114360624;1.297480745912723;0.8568017122995277;61.90906691916869;7.539970434110932;3.229532033260291;0
456;0.7719444702854953;1.0035971087903346;0.8271863560648338;2.381587004969586;1.297750112219579;0.8543557866680908;61.92720542542586;7.541432865190349;3.222484076417627;0
457;0.8177744344639439;0.9997444542768852;0.8286806242785939;2.5548893707996787;1.3129023264009234;0.8570483982950254;62.00346056148932;7.548828508695626;3.2529462463240235;0
458;0.8130851853426546;0.9942368497696914;0.8269883035865543;2.550050918032254;1.3079846495668062;0.855311422550371;62.00599691068874;7.549032079506349;3.2519240920979677;1
459;0.7947867722328802;0.9942695803240912;0.8344023501630131;2.5408762423493974;1.313362870628409;0.8637373216890754;61.98289777050759;7.54719738400054;3.262144462863664;0
460;0.8501947708497126;0.9867828038740676;0.8280414590313238;2.7569427612711914;1.3299951772895322;0.858635602558248;62.62239467622886;7.601431797765785;3.3158526328536886;0
461;0.8501947708497126;0.9867828038740676;0.8280414590313238;2.7569427612711914;1.3299951772895322;0.858635602558248;62.62239467622886;7.601431797765785;3.3158526328536886;0
462;0.9066204898226262;1.0080863268681317;0.8307049507467782;2.832031894226435;1.3523183974155464;0.8615958502467858;62.62591677619684;7.602160574947805;3.333412884922656;0
463;0.8883632261446192;1.008560509464486;0.8382102522619811;2.798262894498079;1.350075086036857;0.8691127397367294;62.660892888298974;7.605823319906158;3.360242357405644;0
464;1.0005056654481546;1.0279592687615728;0.8368757715191102;2.980665703047816;1.378967013727769;0.8684824697391047;62.78395211057776;7.617169968761236;3.389588489640398;1
465;1.0733268985568487;1.0492438238741273;0.8446072298298337;3.078818914074743;1.4023503217705156;0.8767017294929478;62.883123888291664;7.6264893059287475;3.4241581570085216;0
466;1.0746642927593382;1.042096606724122;0.8403724976448776;3.091709974267433;1.4022404159614332;0.8741613792398812;62.8986623366802;7.627718429219569;3.416291892115971;0
467;1.1382115230787695;1.0641770253974538;0.8429800718720433;3.1766657260951283;1.4256428257963345;0.8770985972484894;62.89836831282074;7.627967332477304;3.4283545445472234;1
468;1.1010030177462518;1.0594213315456409;0.843776421221734;3.117480679818024;1.4177311292090282;0.8776847968432551;62.6929294287793;7.610423261173793;3.4135098305117886;1
469;1.1781036178795432;1.0812262362089873;0.8515181171879734;3.2220890620780125;1.4419165896825157;0.8859459802410737;62.70688024977475;7.612162857289329;3.437471954286265;0
470;1.2432741956768378;1.0748524954994;0.8454661760868213;3.4961409252491977;1.4651632536136672;0.8814555659959886;63.37188495457302;7.668237641668685;3.499610876448744;0
471;1.2514830117590865;1.0735292412877468;0.8429005497424945;3.50961327692028;1.4649522915576905;0.8788759899258453;63.38079008305622;7.668970942437204;3.496057084842769;1
472;1.2598392876076865;1.0722404983658729;0.8403392654625736;3.523289886771158;1.4647827490575651;0.8763010885107407;63.38420487996393;7.669256621999061;3.4948681059202844;0
473;1.2788579318620894;1.078976560204587;0.8369126528443517;3.555574024357353;1.4727947241423267;0.8729156478247665;63.3880634253322;7.669583572064242;3.4936740297535054;0
474;1.2797375166058322;1.0714764201974825;0.8326810338785937;3.5605355284626734;1.4669895533946105;0.868604011851833;63.40199690106075;7.670694946220485;3.48664674709944;1
475;1.4107481459411662;1.0847437286592658;0.829525830030455;1.7186452886359618;1.1365796635333654;0.8356462567787706;65.94275657906657;7.865696441113577;3.580612146274095;0
476;1.250725938597402;1.0211407674564632;0.8172052494665447;1.2420062673427883;1.010900080222363;0.8176634010244603;66.48053183423501;7.910777967881259;3.639992880545016;0
477;1.3307502626151713;1.031694421062623;0.8157817638911101;1.3218234134738316;1.021133403893895;0.8162018876281575;66.36570959980091;7.901031169103203;3.629027955237466;1
478;1.3313971789161327;1.023294809263937;0.8115880149015213;1.322332966945592;1.012585352441692;0.8120054089364728;66.37639002708109;7.901897425230121;3.623922950671782;0
479;1.310048394611197;1.016034272823067;0.8150930925290003;1.3009162561952994;1.005406944620251;0.8155221209745201;66.36382838115256;7.900860743709972;3.629052602950044;0
480;0.5283060918689066;0.8414930740603869;0.797258985867995;0.4916168622475807;0.8254504038737603;0.7974061213950008;66.95196633514914;7.94982398458709;3.694729507322013;0
481;0.4953984453516352;0.8255523574008967;0.7950980308683363;0.4587401188385656;0.8094914310718663;0.7952595871445187;66.94920650652374;7.949383486141415;3.681913812269588;1
482;0.4953253296115393;0.8159556006651928;0.7909544566831815;0.4585505415653987;0.7997258764161885;0.7911149488396163;66.95960466200175;7.950225381762206;3.676660502557693;0
483;0.5121774521763938;0.8131737484663227;0.783279100811923;0.475129763531414;0.7966475765708615;0.7834266762153415;66.9762346612764;7.951559782451077;3.667521818425705;0
484;0.479513614233845;0.8071753262239049;0.7836866915437951;0.4850338332441061;0.8256944081359316;0.7909132204537311;66.91324870414604;7.945784673978644;3.644340392208565;0
485;0.4473292519065606;0.8011915593851837;0.7840830909520349;0.6144787656314998;0.8854545868189949;0.8020386595945512;66.83307154420967;7.9385517864722;3.62167468497774;0
486;0.451440858304033;0.8277198923391773;0.7913169119548419;0.5862643474263797;0.9019692629181714;0.8085632169830664;66.74514462793422;7.930685118908884;3.6006194048879343;0
487;0.4817805009557916;0.8432770317227647;0.7935378244436873;0.6165676640843203;0.9172191955625888;0.8109004225583603;66.73683873846662;7.930156109982404;3.613025409326607;0
488;0.5051724798249216;0.851822637332559;0.7941655101358575;0.6398253973734768;0.9257565829123658;0.8116062477244376;66.73158864848942;7.929797502144022;3.619273488219927;0
489;0.4743660634293981;0.8362072539398853;0.791948339107723;0.6321740409896799;0.918966285576323;0.8099776155319275;66.70122657136528;7.926834934928796;3.598735990775233;1
490;0.4975882131247778;0.844730810485653;0.7925764273466035;0.655555193161244;0.927518745203174;0.8106806925400057;66.68606555105495;7.925309400999871;3.586727634104285;1
491;0.4901557974459898;0.8376533488459529;0.7909887353499291;0.6478849873662577;0.9207217712954088;0.8090537559521288;66.65308501062675;7.92215255043651;3.5689934186131875;1
492;0.45998867862894;0.8221098226414293;0.788773542634427;0.617302477285557;0.9054288794960286;0.8067253538125481;66.65652134966058;7.92239217229963;3.5653390848307693;1
493;0.4839705966137112;0.8269915757770914;0.7827431034695382;0.6410900082350593;0.91054151946122;0.8007249566625776;66.66709102390261;7.923273134597479;3.561600618045119;0
494;0.4839705966137112;0.8269915757770914;0.7827431034695382;0.6743361633026068;0.9175465739257104;0.8004969413497635;66.6639754119626;7.922982456306832;3.5604409407555937;1
495;0.4839705966137112;0.8269915757770914;0.7827431034695382;0.6743361633026068;0.9175465739257104;0.8004969413497635;66.6639754119626;7.922982456306832;3.5604409407555937;0
496;0.5070131559022039;0.8355221139851985;0.7833640397027442;0.697889153161617;0.926143564161843;0.801186469158028;66.66335632600584;7.922991869896752;3.56404964993966;1
497;0.5135082071817042;0.8461914680451373;0.7916138626553932;0.7051382526489786;0.936337569420919;0.8095211388827545;66.6468754798894;7.9217763378832835;3.5787355181559954;0
498;0.5135082071817042;0.8461914680451373;0.7916138626553932;0.7051382526489786;0.936337569420919;0.8095211388827545;66.64284429751412;7.921339185161273;3.573949628737541;1
499;0.5303553360888553;0.8440890123391807;0.7839816083948873;0.7217346903240488;0.9347773543736876;0.8018731538320362;66.65801291132297;7.922586011195197;3.5677259282805527;0
500;0.5377032831240126;0.8511652092255672;0.7855594541483347;0.7294758376420641;0.9415969925744008;0.8034882912432547;66.65032438330034;7.921965934201269;3.571439553737123;0
501;0.5552182506572853;0.8494443440520942;0.7779511410213518;0.7467472040213681;0.9404091968381364;0.7958655381022979;66.66552067273686;7.923215277251578;3.565223698039282;1
502;0.5640216794772588;0.8477146044643628;0.7754222408244961;0.7552058834004951;0.9389585877393376;0.7933322383672265;66.66904202106593;7.92350869929294;3.56397679573402;0
503;0.5806561961288272;0.8551865775797312;0.7719360258885015;0.7723424106598509;0.9464133889473868;0.7898743018434224;66.68220708161633;7.924599263814127;3.559009125895624;0
504;0.5593604327342027;0.8378869181388013;0.767256450321093;0.749819047989193;0.9296015673309862;0.7850861574774569;66.69134180949332;7.925145331807303;3.5433816461015586;0
505;0.5687235425170055;0.8363185746479924;0.7647437486848876;0.758825652754388;0.9283136690384748;0.7825700507090776;66.6997176165692;7.925781356149415;3.537344476178323;1
506;0.5593604327342027;0.8378869181388013;0.767256450321093;0.749819047989193;0.9296015673309862;0.7850861574774569;66.68826622347852;7.924846110163031;3.54223308025331;0
507;0.597534152203079;0.8542156035032877;0.7750617426300969;0.7901437189529559;0.9461588787306436;0.7930737139232269;66.68084824783665;7.924500317006248;3.561424659958101;0
508;0.5995598931549546;0.8454626599760834;0.7709739868358212;0.7914014856043405;0.9379534571894552;0.7889448373447364;66.69214059532254;7.92542130157087;3.5564875346011378;1
509;0.5622641192736412;0.8293294447229066;0.7631891011292251;0.7519516833025135;0.9215940685143;0.7809799159583304;66.71105866482836;7.926893617955232;3.544319477208952;0
510;0.5593604327342027;0.8378869181388013;0.767256450321093;0.749819047989193;0.9296015673309862;0.7850861574774569;66.69966230593802;7.925963255973923;3.5492259676538302;0
511;0.5856131955027497;0.8441137679530331;0.7612784533137363;0.7762462853787687;0.9360818406667688;0.7791339600176471;66.71677204353671;7.927361210941988;3.541870820899075;1
512;0.5828196267541392;0.8526021086664024;0.7653414583569094;0.7742109258010716;0.9440226097870686;0.7832359515674354;66.70254887254727;7.926307971240354;3.5539630395996387;0
513;0.6092511366080725;0.8591065818631067;0.7593629980958215;0.7916421646233956;0.9518884947750396;0.7797946622943936;66.72079069555072;7.927784603355457;3.5453847958677454;0
514;0.5520704085690058;0.8437345473979821;0.7591318352128542;0.7327387330737261;0.9358049748585716;0.7793911859370131;66.72462244201955;7.928038079336453;3.5405842574099804;1
515;0.5784637027689329;0.8505293737998794;0.7531822032793462;0.7590717319648607;0.9426910650049956;0.773461555173997;66.7322522201092;7.928678437234539;3.5381160839033567;0
516;0.5751739502366918;0.8587635469022389;0.7572254379978145;0.756776107634116;0.9504345316592082;0.7775484137728144;66.71913059684927;7.9276164667399165;3.5442167679356733;0
517;0.5803939377083482;0.8416209040809558;0.7579307823877475;0.7979314853007167;0.9433708267361204;0.7789645181916702;67.27526568505952;7.973928503128944;3.607293782425024;0
518;0.6668678295588745;0.8657263920298904;0.7606407931050295;0.892925323874447;0.9697750480569064;0.7820566134225702;67.32507068500628;7.9786212039563935;3.6364638525156416;0
519;0.7375155010015314;0.8885832736402557;0.762218624584378;0.9667545419276518;0.9933225465740814;0.7838707944869958;67.58977218092782;8.001362511273836;3.6811881742296224;0
520;0.8013239116675964;0.9133710003640158;0.7663033074118539;1.0342363011540907;1.0185471243769737;0.7882069366631353;67.57808337133409;8.000523428979351;3.6942159684802376;0
521;0.8013239116675964;0.9133710003640158;0.7663033074118539;1.0342363011540907;1.0185471243769737;0.7882069366631353;67.57808337133409;8.000523428979351;3.6942159684802376;0
522;0.8998061976512036;0.9291646976205908;0.7647193966362779;1.1409064711307306;1.0374550136784204;0.7869818860764412;67.59472343350531;8.002174872608164;3.708261577080136;0
523;0.9199378694327176;0.9378176866458384;0.7611370581871637;1.1616436008615798;1.0459950972651957;0.7834266762153415;67.6046400116902;8.002997663660661;3.704230837626034;0
524;0.9198393526918762;0.94702468416189;0.7652029190534944;1.162626773927674;1.0546454121580906;0.7875501289724596;67.59431639418247;8.00216139078472;3.709568855383156;0
525;0.8904447481166919;0.94019867515892;0.7713539563909646;1.1331293607293116;1.04764934600115;0.7936854551600039;67.58210746677574;8.001155550871031;3.714946315911328;0
526;0.9930232279652172;0.9561063337399346;0.7696547378990942;1.2541825980274095;1.0588796608933886;0.7898558562706134;67.66742558528597;8.008589598761478;3.729556582317661;1
527;0.7745251938176054;0.8753486072061502;0.7560913074094086;1.132032227837528;0.9994667509303266;0.777242560829022;67.95909704831492;8.033182941162591;3.7615508300701177;1
528;0.7444257906047563;0.8660905385851085;0.7557110599314274;1.0999978448398493;0.9899014652893012;0.7767820189031788;67.95830252419051;8.03313236247534;3.762901490151258;0
529;0.7549092385461856;0.8741499671543372;0.7571862911644472;1.1114375700172252;0.9977373023664704;0.7783034999131924;68.00133014475152;8.037143404395389;3.786609643488767;0
530;0.711174788044528;0.8331586459781071;0.7477988708586403;1.1365707135347063;0.9728864347850902;0.7696850792820323;68.68661536465977;8.093356303269918;3.854821631384412;1
531;0.7931246302113583;0.8558638106135988;0.7487047037021042;1.2279483776410915;0.9973489274264976;0.7708528793849753;68.74834453845533;8.098946941692766;3.882353353254071;1
532;0.7917081017185278;0.8450776379679172;0.7446949883650676;1.2253711611095175;0.987215039953144;0.7667791151683275;68.75872221396378;8.099771590531955;3.8750850479800873;0
533;0.8662946534152061;0.8703478325765489;0.7481233722870941;1.3095744487984795;1.0138765899873614;0.7704879411690214;68.77958626755606;8.101814929859065;3.896262313310328;0
534;0.8996919361651846;0.8797909231996264;0.7483947153967352;1.345724215059636;1.0237849155094818;0.7708498987955329;68.78951014934768;8.102794423221091;3.906220619954921;1
535;0.8874088588307093;0.8712589364741086;0.7469688955014596;1.3321818628868929;1.0154723317129717;0.7693716357828886;68.79011887522609;8.102812135050575;3.903323475308101;0
536;0.8874088588307093;0.8712589364741086;0.7469688955014596;1.3321818628868929;1.0154723317129717;0.7693716357828886;68.79172480111654;8.102917121861733;3.900416944290409;0
537;0.9235769624010912;0.8916901909738046;0.7512467743100408;1.3723417531952151;1.035724223940388;0.7738080416091477;68.80777654016413;8.104568344105369;3.9248505850577575;0
538;0.9614317062452006;0.9123172823883122;0.7555258784807265;1.414234095315123;1.0561884252799036;0.7782493092099663;68.80472285651913;8.104499548283956;3.942476641333748;0
539;0.9749633870797572;0.9209863368708592;0.7569525077993832;1.4290411521054769;1.0646479763819954;0.7797308148652642;68.80180909274631;8.104315071491966;3.9484121839526263;1
540;0.9711467944357652;0.9098702559593403;0.7529300605395723;1.3865102440126928;1.0441091041576152;0.7752879230479587;68.81211423596307;8.105115576986691;3.939433883321239;0
541;0.9235769624010912;0.8916901909738046;0.7512467743100408;1.3356922093715675;1.0257638468382433;0.7734499406236042;67.86718674453901;8.028815073419294;3.860349803935056;0
542;0.9645326331568412;0.9339066984991304;0.7611764900964298;1.8423532702479608;1.1637102021272212;0.7933888186325241;67.51660137619884;7.999124831801049;3.810898958985335;1
543;0.9838242421679472;0.9325068136123122;0.7534309317804755;1.828877701812945;1.1536625944454686;0.785120024962571;67.51654208042672;7.998839535778841;3.7890701612942177;0
544;0.8963946715051149;0.934156792842684;0.7586620633435507;1.677119503697919;1.1408994303409212;0.7893887148590669;67.43275301709393;7.991288523849494;3.7605652842873663;0
545;0.905997099688611;0.9322304409952514;0.7560913074094084;1.687744778136255;1.139658818421873;0.7868066322908774;67.43275301709393;7.991288523849494;3.7605652842873663;1
546;0.905997099688611;0.9322304409952514;0.7560913074094084;1.687744778136255;1.139658818421873;0.7868066322908774;67.43275301709393;7.991288523849494;3.7605652842873663;0
547;0.8941776531245782;0.9219550801619346;0.7480259879286173;1.6770809770159638;1.1303549245413276;0.7785727145534388;67.23638263579141;7.974180639655596;3.7130214355263;0
548;0.8941776531245782;0.9219550801619346;0.7480259879286173;1.6770809770159638;1.1303549245413276;0.7785727145534388;67.23638263579141;7.974180639655596;3.7130214355263;0
549;0.8941776531245782;0.9219550801619346;0.7480259879286173;1.6770809770159638;1.1303549245413276;0.7785727145534388;66.50994603555014;7.91454068163964;3.6572262083396816;1
550;0.796764276945939;0.91369331290457;0.7514106839752134;1.53226013693009;1.116860689272762;0.7825399332465729;65.2429617163711;7.812928960648654;3.5754239316828347;1
551;6.162145468742756;1.6919353863209348;0.8064692097012717;3.5070661497323616;1.4698983218190378;0.8194976820378027;56.66189083980712;7.301940121651128;3.8836142947237255;1
552;13.793388553150749;2.7011475576851947;0.8962546625706769;11.837949848555729;2.516246110371669;0.908333739811302;49.89962183703248;6.867450850655774;4.071676342932599;1
553;13.623298594621328;2.6725261724890053;0.8906832332157887;11.874584077872886;2.518975403336102;0.905736288193368;49.88210223639571;6.865343383716464;4.0455934948618655;0
554;13.623298594621328;2.6725261724890053;0.8906832332157887;11.72161397644926;2.5031102804323044;0.9062795765498288;49.778113421607074;6.854757315266682;4.013447202508255;1
555;13.655472881574086;2.6711200621005804;0.8863351621836167;11.745115162281438;2.500745563828521;0.901884670187352;49.75147237533672;6.851698072105189;3.984753513739862;0
556;13.655472881574086;2.6711200621005804;0.8863351621836167;11.745115162281438;2.500745563828521;0.901884670187352;49.749840532376176;6.851346434109021;3.9725202574464777;0
557;13.278028197704083;2.622769994788081;0.8839152773961713;11.669222672412785;2.484857704391987;0.8990615834197777;49.61722253585402;6.837857200015208;3.930073473560432;0
558;13.278028197704083;2.622769994788081;0.8839152773961713;11.669222672412785;2.484857704391987;0.8990615834197777;49.61830405844938;6.837954455776456;3.929198522822707;0
559;13.15030628561472;2.610014693271089;0.8915882377482794;11.563440794475795;2.4744185618370262;0.9068114860530304;49.61079597966892;6.837309143393794;3.937044689245548;0
560;13.182267541795326;2.608561784797291;0.887244654057841;11.524816679878583;2.4613051179772656;0.901390204930502;49.61536620345562;6.837558664227395;3.923280233271663;0
561;12.96045720323082;2.579285110458384;0.8789147886482042;11.145795114981482;2.417785516548322;0.8941856743251442;49.612103644219125;6.836907628594467;3.902150462963049;0
562;11.739332814348929;2.5075591570043407;0.8873692455103329;10.130235934378735;2.35746990833118;0.9022429463637592;49.31784405957863;6.808104786008609;3.840380822516784;0
563;11.682307318865597;2.5054767171427086;0.8959959884014898;10.037398424755777;2.3476002827338704;0.9098667921341774;49.30936003175391;6.807390158749292;3.8495388299211206;0
564;11.644017961734074;2.5022490144526484;0.8985302956928614;10.005866897292073;2.3450875324064846;0.9124174388826328;49.306976188969685;6.807172997314995;3.8512238996999177;0
565;11.764296661040971;2.518537364269455;0.8927309360507513;10.074354569019626;2.356656992734772;0.9091369098347206;49.31340763250815;6.807749502358349;3.8461861247825473;0
566;11.72537688989277;2.515200099476193;0.895260132082622;10.042686142288565;2.354107248620464;0.9116869580387548;49.31215199333525;6.8076342467604745;3.847028272833757;0
567;11.672606274188624;2.51372725544976;0.90394445129179;10.005016743907666;2.354621541524669;0.9204672998615367;49.30399124325736;6.806995351143351;3.8586809802110738;0
568;11.730302992795108;2.5239183471667235;0.9050136700737924;10.056718051585444;2.364407720693813;0.9215689209934368;49.30323079705722;6.806931708893198;3.859519172160725;1
569;11.767862773572103;2.527040555490727;0.902463817821806;10.087245183717148;2.366766993734653;0.9189973107462964;49.30423395107182;6.807020565439982;3.8586764959613897;1
570;11.80587127982977;2.5302295261755408;0.8999186276275268;10.118144226161704;2.369184986888417;0.9164305694268092;49.30849585057372;6.807402100821172;3.8553046704136986;0
571;11.616134239049218;2.502855630398151;0.891350823615882;9.94412994786392;2.341939827838629;0.9076885618928222;49.29476110234021;6.805622272765295;3.83021705409426;1
572;10.681960093190916;2.427768233726803;0.8946211826563485;9.153730354836014;2.2754949110991025;0.910591297282344;49.21005310574029;6.796695039210426;3.7915529951462608;1
573;10.738118908314895;2.4412900546574807;0.8975074124955094;9.16099425133559;2.279718092735388;0.912411995320602;49.21014641622085;6.79664670163197;3.788369237970115;1
574;10.738118908314895;2.4412900546574807;0.8975074124955094;9.16099425133559;2.279718092735388;0.912411995320602;49.213315261944274;6.796929517456235;3.785928569489787;0
575;10.848643652013925;2.457140441887028;0.8917933852030815;9.2526848568488;2.2933974365345797;0.9066718003081344;49.22210236614439;6.797688833283037;3.777846597482721;1
576;10.848643652013925;2.457140441887028;0.8917933852030815;9.2526848568488;2.2933974365345797;0.9066718003081344;49.22210236614439;6.797688833283037;3.777846597482721;0
577;10.924358031518706;2.469939386118232;0.8885894845021934;9.315907790036402;2.304746054842648;0.9034584715060272;49.22483744570276;6.797942633046235;3.7762164206896345;0
578;10.906024265564284;2.4600446703786805;0.8832458684373552;9.29537889296018;2.2942984343285078;0.8980472173975631;49.23257281854137;6.798563734035918;3.766619734520749;1
579;10.94402403461276;2.463671939338949;0.8807658604201102;9.326468061480709;2.297138395889541;0.895551693191273;49.23794728051969;6.79904492560827;3.7625960277744;1
580;10.928519556805089;2.4541534198558392;0.8754573467235022;9.30838678309425;2.2870272929321565;0.8901772233435481;49.24543411682007;6.799612252068305;3.7515086492194816;1
581;10.78573308416068;2.4281597667255874;0.8722646504581574;9.181127944551545;2.262066283644215;0.8868995281241924;49.24532025813855;6.799615141458472;3.752290967864168;1
582;10.374967357513436;2.374427061339215;0.8703815612794645;8.823507696977043;2.212040019095423;0.8848446160054417;49.250129854937896;6.79988060987355;3.73975791019242;0
583;10.263603732468155;2.3580254996761707;0.8759645647869367;8.761627201542659;2.200667204627944;0.8879848564686464;49.24247904549628;6.799193545100826;3.7453307400930895;0
584;10.22679808032685;2.354518739618592;0.8784191138020542;8.731090778604766;2.1978657703623754;0.8904498550247518;49.24114614580386;6.799070323365757;3.746132450196491;0
585;10.239468130440484;2.3638319409464152;0.8837397665508365;8.745877135221026;2.207672503727435;0.8958233567821355;49.23354833366972;6.798419639854104;3.753283215021076;0
586;10.37548152097909;2.389252016499323;0.8870030463031713;8.867268341282816;2.2320997664795734;0.8991613993046286;49.23063081324929;6.7982655180142135;3.761159381503681;0
587;10.37548152097909;2.389252016499323;0.8870030463031713;8.867268341282816;2.2320997664795734;0.8991613993046286;49.23063081324929;6.7982655180142135;3.761159381503681;0
588;10.422287844683572;2.398433555683172;0.8880910451141705;8.90908025678391;2.2409216732786263;0.9002745846217752;49.23685706166286;6.799091506336778;3.772053301788816;1
589;10.49538307218071;2.4109787543816097;0.8849166821923781;8.970600496090752;2.2521434847649635;0.8970961138316257;49.24186597008051;6.799550711271977;3.768811936203255;0
590;10.500376779919035;2.4148243338554614;0.8866975328225203;8.976211552844537;2.2561233011441395;0.8988951456883215;49.240915839694;6.799467513537565;3.769616322991749;0
591;10.611105467832449;2.4310828691146904;0.881050296645905;9.0688899675209;2.270331001031165;0.8932328998292227;49.24593312263351;6.799927599069275;3.766378745015799;0
592;10.208989325897422;2.381047777072593;0.8808777225335068;8.718851820667814;2.2240461399354228;0.892919039311774;49.24731532274501;6.79988387727492;3.756161222360922;0
593;10.10227900602627;2.365205496678721;0.8864953533124353;8.658720991997807;2.212877420378748;0.8960731772901029;49.23975792175034;6.799206450742116;3.7617790949643095;0
594;10.072137184561656;2.3657194536343247;0.8907534613872022;8.634632229792778;2.214114809596511;0.9003520604334302;49.23724088400119;6.798975590879575;3.7633935762035375;0
595;10.027174297913197;2.356706985117199;0.8896548554228954;8.634632229792778;2.214114809596511;0.9003520604334302;49.255412094833815;6.800985517008463;3.7740848354158105;0
596;10.027174297913197;2.356706985117199;0.8896548554228954;8.81252727744736;2.238765905620126;0.9005356248910382;49.2602082651854;6.801485766468862;3.77557739228873;0
597;10.110600354624438;2.369083925892594;0.8900638862252088;8.888366777823613;2.2506154217464096;0.9009635120818436;49.24190828624085;6.799362355609604;3.7593892486630263;0
598;10.110600354624438;2.369083925892594;0.8900638862252088;8.888366777823613;2.2506154217464096;0.9009635120818436;49.23265190265791;6.798219361428694;3.74784146978145;0
599;10.115532895032288;2.3729204155744497;0.8918522487038789;8.894245552448863;2.254620117875603;0.9027684637741016;49.22844753657645;6.797890114446948;3.753374922350785;0
600;10.689208293190909;2.4386827368313666;0.8921230747550821;9.408263824594494;2.31650104899129;0.903158040740884;49.24766496877845;6.800191239205249;3.775014305560181;0
601;10.80052995184334;2.4548251750871817;0.8864352421831172;9.504197305486212;2.330975450702852;0.897440069878158;49.25266594862579;6.800649646417424;3.771768100177107;0
602;9.925179071739691;2.38275356433871;0.8933471344318349;8.733082642004543;2.2621849080988667;0.9023956199802858;49.18110773120966;6.793090938971052;3.742545963215222;1
603;9.857644569244664;2.370736841635172;0.8965061258876426;8.674216587130125;2.251126865457365;0.9055640406452552;49.17965386290641;6.7929550016224844;3.7433485301164735;0
604;9.87455708446406;2.380389345150601;0.9019077565895144;8.69312428942736;2.261229303698451;0.911007229037928;49.17421081820749;6.792466956583981;3.747333334031952;0
605;9.907151012454849;2.383496049488951;0.8994196031461315;8.721040427025311;2.2638124864506706;0.9085072351716283;49.17783794221;6.7927975286326205;3.74493499361688;1
606;9.93502333296978;2.3828817080174844;0.8951400668938703;8.743473969262736;2.262527782709552;0.904202218472506;49.18511685307483;6.793429835564184;3.7385964890605257;0
607;9.93502333296978;2.3828817080174844;0.8951400668938703;8.743473969262736;2.262527782709552;0.904202218472506;49.18511685307483;6.793429835564184;3.7385964890605257;0
608;9.940119581361731;2.386665477294689;0.8969357812418481;8.749282219613162;2.266453172715301;0.9060116834189468;49.18511685307483;6.793429835564184;3.7385964890605257;0
609;9.563440571956278;2.3347365444853;0.8947549198641582;8.4085437090321;2.216959533388477;0.9037417213671358;49.15023039640676;6.789561637119722;3.7168800007193097;1
610;9.06600866158174;2.2736843779921005;0.894020033931827;7.962103092041509;2.159402870257655;0.9028965533898322;48.97839338421216;6.772179417283672;3.671505868697472;0
611;9.41359797889732;2.319982921685325;0.8945304828761456;8.16004832594675;2.191264402606651;0.9043397984501764;49.023046006441;6.77678086920377;3.6827119520615854;0
612;8.90409071150583;2.276009022666128;0.8992944571465039;7.718311393065254;2.151887287554453;0.9089593845381;49.125731109041695;6.787218302535999;3.705862573828833;1
613;8.858011592411811;2.274045165240501;0.907831312499717;7.682367724502477;2.151289912257265;0.9175434442877616;49.12677663178738;6.787675700437782;3.725745283180504;0
614;8.945588402074643;2.2950043303536387;0.9137715765457596;7.764112564606164;2.172072062110238;0.923551304902012;49.11867290172773;6.7870181043127165;3.735145470645908;0
615;8.945588402074643;2.2950043303536387;0.9137715765457596;7.764112564606164;2.172072062110238;0.923551304902012;49.11867290172773;6.7870181043127165;3.735145470645908;1
616;8.969393771316437;2.294045587814172;0.9094716826206036;7.782929348062274;2.17049438748525;0.919226952291794;49.1266306538344;6.787690117657262;3.727287294198044;1
617;8.969393771316437;2.294045587814172;0.9094716826206036;7.782929348062274;2.17049438748525;0.919226952291794;49.125771292873566;6.787616485798043;3.728072834903589;0
618;8.954886855957655;2.284775568367856;0.9040414298571792;7.766764475626679;2.160835768365308;0.9137535226619397;49.13264746031078;6.788222070895318;3.722565234612497;1
619;8.895487462121745;2.2737491840004838;0.9071709026401488;7.715725427218938;2.1507734790107653;0.9168877778118334;49.1298327008212;6.78796005641341;3.724152482312767;0
620;8.871156910860616;2.2746678117898163;0.9114601032847204;7.696419192066873;2.152313618896005;0.9212011105170016;49.12517894513381;6.787538518733857;3.727313301669725;0
