;maior_pacote;total_ips_destino;total_ips_origem;10_kurt_maior_pacote;10_skw_total_ips_destino;10_coefficient_variation_total_ips_origem;has_bot
462;110;38078;21;4.228413587557569;-11.945674660534806;0.2046686650245879;1
463;90;37922;19;4.228413587557569;-11.946031699102228;0.2035325055599612;1
464;90;37919;19;4.704577255667461;-11.94662187413638;0.2033311676082504;1
465;90;38079;21;4.704577255667461;-11.946284361486793;0.2022800945829625;1
466;90;37763;15;4.704577255667461;-11.94567013397208;0.2019144041376557;1
467;90;37924;21;4.704577255667461;-11.946023935443671;0.2025216557051651;1
468;90;38240;21;4.704577255667461;-11.94436134002594;0.2031002811733364;1
469;145;37762;18;4.228413587557569;-11.94374161267707;0.2012233818218418;1
470;90;37922;16;4.228413587557569;-11.944125673501462;0.2005909489916875;1
471;90;38083;15;4.704577255667461;-11.944382681270463;0.2008468197217502;1
472;90;37922;19;4.704577255667461;-11.944733180209418;0.2006152710876166;1
473;90;37921;21;4.769803846739469;-11.944734067068666;0.1977633606744179;1
474;145;38084;12;4.346676585441634;-11.94499251787075;0.1996967897856978;1
475;90;37919;17;4.346676585441634;-11.94530277516926;0.19960289323392;1
476;90;37761;14;4.346676585441634;-11.945022872707122;0.1991005950271399;1
477;90;38245;14;4.346676585441634;-11.943921035977608;0.1979692114453824;1
478;90;37923;19;4.346676585441634;-11.943921035977608;0.196762825884024;1
479;90;37761;19;4.346676585441634;-11.944951806458468;0.1957032687743305;1
480;90;38111;16;4.346676585441634;-11.94507527733844;0.1957458086621677;1
481;90;38049;13;4.346676585441634;-11.94488716022006;0.1969271758899543;1
482;110;37761;19;4.286676856827508;-11.945952184403115;0.1952034368750145;1
483;90;38077;13;4.286676856827508;-11.94626150110688;0.1964662771679071;1
484;145;38073;15;3.8492232237099895;-11.945964902112417;0.1967172000565964;1
485;145;37757;16;3.4516363751281145;-11.945305483135384;0.1964662771679071;1
486;90;37921;21;3.4516363751281145;-11.945987441899524;0.1970866108503229;1
487;90;38244;17;3.499919220813483;-11.944632960307615;0.1958364377463772;1
488;90;37763;18;3.549640763501312;-11.944360061646918;0.1958382929327548;1
489;110;37918;18;3.499919220813483;-11.944989702965872;0.1939155109777367;1
490;90;38076;20;3.902978428432612;-11.945041103201431;0.1935239745669257;1
491;90;37758;19;4.346676585441634;-11.944386246757984;0.192862420106903;1
492;90;37756;10;4.8369697870783;-11.9437209207839;0.1961912862976393;1
493;145;38240;18;4.408444239942189;-11.942721733892068;0.1961912862976393;1
494;110;37918;14;4.346676585441634;-11.944334201108507;0.1968822529729169;1
495;145;37764;16;3.902978428432612;-11.94373579277231;0.1944179610944163;1
496;90;38082;15;3.902978428432612;-11.944010922939976;0.1946569575453193;1
497;110;37922;17;3.8492232237099895;-11.944339436422624;0.1939374985952038;1
498;90;37921;12;3.8492232237099895;-11.944673752514662;0.1956635037890815;1
499;90;38081;19;3.8492232237099895;-11.944968192903744;0.1951052188350099;1
500;90;37760;14;3.8492232237099895;-11.944331038930098;0.1958254402575638;1
501;90;37923;11;3.902978428432612;-11.944334679568623;0.198278004803328;1
502;110;38075;15;3.8492232237099895;-11.944375535207977;0.1965645379736121;1
503;90;37883;10;4.286676856827508;-11.944310580353068;0.1998377861644694;1
504;90;37956;13;4.286676856827508;-11.944929837844429;0.2006638639158532;1
505;145;38077;17;3.8492232237099895;-11.944955279302125;0.2003448487214267;1
506;90;37923;21;4.286676856827508;-11.94528532131894;0.2008825364704906;1
507;145;37761;13;3.8492232237099895;-11.945278404143568;0.2017128238195724;1
508;90;38076;18;4.286676856827508;-11.945303875708372;0.2017369177736565;1
509;90;37756;21;4.286676856827508;-11.944960954782546;0.2024653829471836;1
510;90;38085;22;4.286676856827508;-11.945219229034546;0.2012536902875379;1
511;90;37923;20;4.286676856827508;-11.945220964252355;0.2015100116718601;1
512;90;37923;20;4.286676856827508;-11.946923303131904;0.2006843739844623;1
513;145;37992;13;3.8492232237099895;-11.947521427761467;0.2011298037320693;1
514;110;38013;16;3.797032080992389;-11.94808152940188;0.2008911193279648;1
515;145;37762;12;3.4047701026784383;-11.947776398806628;0.1983000203155946;1
516;110;37924;16;3.359299246476936;-11.947780630313924;0.197688695100502;1
517;90;38085;17;3.359299246476936;-11.948111388803012;0.1975699564198613;1
518;90;37924;17;3.359299246476936;-11.948809850734484;0.1974504381004005;1
519;90;37918;15;3.359299246476936;-11.94891465280856;0.1974115028319617;1
520;145;38076;10;3.0059655685044087;-11.949263451638378;0.2008214705322581;1
521;90;37750;19;3.0059655685044087;-11.948561842757924;0.2009598574470316;1
522;90;38076;14;3.0059655685044087;-11.94855686779492;0.2015056924166887;1
523;90;38074;20;3.0059655685044087;-11.948256255242176;0.2019262139007644;1
524;90;37751;19;3.0059655685044087;-11.94755073120946;0.2002703144394895;1
525;87;37913;11;3.0059655685044087;0.3418083581358507;0.1960419802911115;1
526;90;38234;24;3.0059655685044087;0.3631205237720794;0.1960872744238163;1
527;90;37753;10;3.0468658916181712;0.3634903648843141;0.1992070924675526;1
528;87;37916;15;3.0416107730055333;0.3641672088837335;0.1988347710041368;1
529;145;38243;11;2.714381780596156;0.3649659833935653;0.2006661720297537;1
530;90;37757;15;2.644640440483059;0.366668641453739;0.2006661720297537;1
531;110;37810;20;2.602153786223219;0.3742853271222847;0.1984630053754809;1
532;90;38193;15;2.602153786223219;0.352835272797765;0.1987109726749551;1
533;87;37921;16;2.597115264178845;0.3611953950365786;0.1987044639158522;1
534;145;37756;19;2.289298679247541;0.3603913675045788;0.1987109726749551;1
535;90;37919;17;2.3276530550545846;0.3579351508184903;0.1968085375309798;1
536;90;38078;20;2.3276530550545846;0.3382058531147364;0.1970676036749664;1
537;90;37759;15;2.3276530550545846;0.3377180195155999;0.1973119654678152;1
538;182;37919;9;2.4094493377616817;0.3381202959203761;0.2009313442849643;1
539;90;38030;14;2.4094493377616817;0.3221759419513565;0.2009313442849643;1
540;145;37967;6;2.1332914456329823;0.3125521148377563;0.2077100452025993;1
541;90;37923;16;2.1332914456329823;0.3122759134515548;0.2074824114207087;1
542;90;37761;18;2.164456885890752;0.3355092752612257;0.2067030580817363;1
543;90;38235;20;2.164456885890752;0.3348410973307483;0.2051702376663627;1
544;145;37924;17;1.90669698352107;0.3345687735022755;0.2051702376663627;1
545;90;37763;22;1.90669698352107;0.3586652804067892;0.206387509786337;1
546;90;38079;27;1.90669698352107;0.3378360122111021;0.2111657464419899;1
547;90;38080;11;1.90669698352107;0.317485589427103;0.2136242700986844;1
548;87;37758;19;1.9027704876970388;0.3408776458748108;0.2133860022281054;1
549;90;38083;13;1.9027704876970388;0.3207419847547512;0.2145368386742616;1
550;110;37916;14;1.9027704876970388;0.3210050995132155;0.2140743826528787;1
551;90;37919;17;1.9319604430352464;0.3181691780741756;0.211631194892207;1
552;110;38081;26;1.9027704876970388;0.3182282124749526;0.2158102243626582;1
553;145;37923;23;1.664726897015686;0.3180929701277832;0.2174637435152702;1
554;90;37761;19;1.664726897015686;0.3192371442004036;0.2175490282196846;1
555;90;38084;13;1.664726897015686;0.2992503035496064;0.2146770533152558;1
556;90;37917;16;1.5632147687883025;0.3000668127294591;0.2144425637639276;1
557;90;37915;26;1.5632147687883025;0.2973545747120976;0.2183704793338649;1
558;90;38079;12;1.5632147687883025;0.2974112272374482;0.2201266743442406;1
559;110;37919;17;1.53393574467287;0.296611738240419;0.2201375026003786;1
560;90;37757;17;1.53393574467287;0.2957847945957122;0.2201375026003786;1
561;87;38236;18;1.5302639675893506;0.2978420725321223;0.2169926765344715;1
562;87;37770;21;1.52661485383509;0.3068259513655328;0.2175437691722908;1
563;87;37909;15;1.7637014008011034;0.3049683926836343;0.2179037277367311;1
564;90;38238;17;1.7637014008011034;0.3042969547976271;0.2179037277367311;1
565;90;37757;14;1.7637014008011034;0.327356753509945;0.2184832865030672;1
566;90;37922;18;1.7637014008011034;0.327356753509945;0.2173406234680119;1
567;110;37991;13;1.9901381574549517;0.3140879784364415;0.2177699747779287;1
568;145;37994;20;1.7321342587837167;0.3030187407467915;0.2169401755666258;1
569;90;37925;21;1.7637014008011034;0.2994849664907817;0.2175568979027785;1
570;145;37919;21;1.5229883308323235;0.2997575343799745;0.2181459110562967;1
571;90;37762;14;1.552480577264773;0.3021957850613852;0.2181459110562967;1
572;87;37913;15;1.548947529276565;0.3015329358039588;0.218134230274995;1
573;87;37914;9;1.5454368708935449;0.3230906791759479;0.2222043437321109;1
574;87;37913;13;1.5419485317981334;0.3240301028778918;0.2231677069853936;1
575;90;37921;15;1.5419485317981334;0.3234855572975525;0.2231677069853936;1
576;145;37925;15;1.3454062429580596;0.3227923380927605;0.2233391249545902;1
577;90;37917;17;1.3454062429580596;0.3438564399460843;0.2216925770221781;1
578;110;38083;18;1.3454062429580596;0.320505653999491;0.2210509364452057;1
579;90;37761;14;1.3454062429580596;0.3223802238528718;0.2216025465639942;1
580;110;38083;15;1.5419485317981334;0.2990830510016694;0.2208213252569933;1
581;87;37921;17;1.538482442119076;0.2973556790036311;0.2207166495010103;1
582;87;37917;18;1.5350385324287337;0.2961984281006253;0.2207166495010103;1
583;87;37917;18;1.5624781626329798;0.3176546729105118;0.2203983633743644;1
584;90;38079;16;1.808014469668512;0.3177069512195865;0.2201310546994951;1
585;90;37915;17;1.808014469668512;0.316785453361308;0.2177622556424909;1
586;90;37920;5;1.808014469668512;0.3381199791056882;0.2265557903882133;1
587;87;38079;6;1.804454795457352;0.3167985462360956;0.2336314877935518;1
588;87;37760;17;1.800919086769704;0.316393933490552;0.2334895126983363;1
589;90;37922;14;2.0671750113023277;0.337389340309481;0.2341000548948986;1
590;87;38142;17;2.1023905088363373;0.3163652325746471;0.2341000548948986;1
591;87;37861;15;2.098732807117452;0.3231083005994366;0.2328251665617061;1
592;87;37760;12;2.388439020380595;0.3448705051862658;0.2325838100966828;1
593;87;38236;13;2.3845662509084704;0.3466558441118363;0.2335626706384874;1
594;90;37921;14;2.3845662509084704;0.3467935007300552;0.2340616698233466;1
595;90;37754;14;2.3845662509084704;0.3458163660260771;0.2346372673017827;1
596;90;38086;15;2.3845662509084704;0.3239942529170446;0.2347225264631189;1
597;110;38044;17;2.34121970194136;0.3267594840864045;0.2346856468648298;1
598;110;37798;13;1.9925754959411264;0.3331878564229463;0.2329658562764032;1
599;90;38079;9;1.9925754959411264;0.3110544965940852;0.2366009276014678;1
600;110;37922;14;2.244184322478579;0.3113300609074853;0.2370642237877103;1
601;87;37921;17;2.2401389312424027;0.3321294170537278;0.2370116142243258;1
602;87;38077;15;2.236124696945475;0.3113943692677416;0.2367242202108485;1
603;87;37920;19;2.283494315642923;0.3115302778425409;0.2354878150838551;1
604;90;37763;19;2.283494315642923;0.3138892479513571;0.2342191049192301;1
605;90;38241;18;2.283494315642923;0.3145272434763991;0.2337059781041445;1
606;110;37897;17;2.283494315642923;0.3381249325155107;0.2328560152051229;1
607;110;37776;14;2.232141508014666;0.3423083185702627;0.2331944604527981;1
608;110;38082;15;2.1822628328378726;0.3212206109242204;0.2332227322036057;1
609;87;37918;16;2.1782289305843854;0.3422441689935893;0.2323744522741695;1
610;87;37917;12;2.1742258346117427;0.340693887413816;0.2335852758237349;1
611;90;38080;23;2.1742258346117427;0.3202730316096726;0.2347331435900554;1
612;87;37923;18;2.170253434608626;0.3195526217409348;0.2338720255343012;1
613;90;37915;18;2.489496346252553;0.3186782980566984;0.2338720255343012;1
614;90;38073;18;2.489496346252553;0.2984335052962181;0.2338735139261896;1
615;87;37922;15;2.485201689084788;0.3193196786617742;0.2338735139261896;1
616;182;37762;10;2.818630063501377;0.3211275618826317;0.2364336239139841;1
617;110;37989;10;2.770556227984828;0.3109467947042633;0.2382268025587392;1
618;90;38009;27;3.125772688320675;0.3187848393477829;0.2425381538648457;1
619;110;37754;17;3.073838581672274;0.3192189321480984;0.2425381538648457;1
620;90;37919;11;3.073838581672274;0.3174381096970877;0.2440472422058675;1
621;87;20667;7;3.0686615279278984;-11.834505197409207;0.2490705809427125;1
622;110;37758;18;3.018158929135858;-11.832413040736052;0.2489067527589309;1
623;110;37919;14;2.969159179328472;-11.834425585573651;0.2491710762386581;1
624;90;38083;23;2.969159179328472;-11.834935582690695;0.2510831268200453;1
625;110;37759;18;2.921637268265999;-11.833489488464464;0.2502453135527374;1
626;90;37922;18;2.969159179328472;-11.835490494200746;0.2500889132911469;1
627;110;38237;16;2.921637268265999;-11.831385911995728;0.2492553709690896;1
628;87;37756;14;3.283424059779456;-11.830201437021772;0.2495338475851378;1
629;145;37759;15;3.283424059779456;-11.83024595748769;0.249703172338991;1
630;90;38239;18;3.283424059779456;-11.82506705108741;0.2489006929250483;1
631;87;37916;9;3.277586343519528;-11.8304115855338;0.2523934331048277;1
632;186;37762;19;3.5062451458688857;-11.830389862607271;0.2525557487080554;1
633;110;38228;22;3.5062451458688857;-11.825602744999925;0.2538380441036418;1
634;90;37936;16;3.5062451458688857;-11.826606800222343;0.2534203006560542;1
635;90;37765;10;3.5062451458688857;-11.82676062369042;0.2558354968041551;1
636;90;38082;14;3.5062451458688857;-11.82785003179572;0.2536880975057321;1
637;145;37922;9;3.5062451458688857;-11.833023208928;0.2570482705669906;1
638;110;37923;24;3.5062451458688857;-11.83303865762717;0.2591997035013086;1
639;145;38080;13;3.5062451458688857;-11.833981911824946;0.2600005470724911;1
640;90;37919;15;3.5062451458688857;-11.835020890184712;0.2600005470724911;1
641;90;37771;15;3.552553242111396;-11.833211121954998;0.260213989423485;1
642;90;38231;9;3.552553242111396;-11.828358754761592;0.2622732011149855;1
643;145;37918;16;3.188164919083926;-11.829376253206762;0.2621100965587503;1
644;90;37764;18;3.188164919083926;-11.829464472440042;0.2616936847065114;1
645;90;37921;16;3.188164919083926;-11.82945838575399;0.2598399840546107;1
646;145;38083;19;2.8933558161295765;-11.829330710224545;0.2598249250434161;1
647;90;37761;17;2.8933558161295765;-11.827511090612523;0.2571886959773449;1
648;90;37919;15;2.8933558161295765;-11.827471410343469;0.2565353082325859;1
649;90;38079;8;3.231072755820508;-11.8274394836243;0.2608768787372001;1
650;145;37759;18;2.8933558161295765;-11.825388375622842;0.2601014466277743;1
651;110;37925;21;3.188164919083926;-11.827400509914252;0.2600510302082762;1
652;87;37919;15;3.18282125237133;-11.82838303760976;0.2602333364839196;1
653;90;38087;19;3.18282125237133;-11.829350056562909;0.2596140228043304;1
654;90;37922;11;3.18282125237133;-11.830465811301035;0.2602084299931234;1
655;90;37916;15;3.18282125237133;-11.830443251543988;0.2599166336257097;1
656;90;38078;14;3.18282125237133;-11.82943733219539;0.259858863295786;1
657;110;37920;20;3.500420615733149;-11.82951429726905;0.2595495191937858;1
658;90;37924;14;3.546834150101258;-11.829749746404598;0.2599624983896546;1
659;90;37917;15;3.945874797653643;-11.831736307450592;0.2588606337307845;1
660;145;38083;14;3.594680708360668;-11.83066650118792;0.2592747292666701;1
661;90;37761;15;3.594680708360668;-11.8297395383455;0.25947208202089;1
662;90;38073;11;3.594680708360668;-11.828806630724728;0.2613356842896687;1
663;90;37919;11;3.594680708360668;-11.828810084117528;0.2629929771652927;1
664;110;37759;18;3.945874797653643;-11.827737672699062;0.2605240227303703;1
665;182;38075;16;3.760605879757549;-11.829032000424233;0.260329859757984;1
666;110;37761;18;3.716181074365714;-11.828001612901977;0.2599449650672753;1
667;87;37762;15;3.710488173038016;-11.827043416644663;0.2596177205902398;1
668;87;38081;24;3.704831455436898;-11.828136278193158;0.2620786363858997;1
669;87;37921;16;3.704831455436898;-11.82816344758286;0.2602492130683742;1
670;87;37757;14;3.699210780466288;-11.831215057534264;0.2579967402811741;1
671;87;38076;14;3.6936260080588847;-11.832303663003554;0.2558826657904022;1
672;90;37919;13;3.699210780466288;-11.832313284423174;0.2565066258189379;1
673;87;37921;15;4.084975659872493;-11.83776707481834;0.2548198013825244;1
674;90;38071;12;4.084975659872493;-11.83884274425396;0.2559226196904874;1
675;90;37764;15;4.1348453645112455;-11.837981111207815;0.2555636532829113;1
676;90;38079;21;4.1348453645112455;-11.840659175119;0.2563179653761539;1
677;182;37761;21;3.842442199331151;-11.838718297469557;0.2571867558700317;1
678;90;38079;17;4.229835923436823;-11.839687149665105;0.2569511097400477;1
679;145;37920;18;3.842442199331151;-11.839690105225758;0.2570154393022878;1
680;90;37834;18;3.842442199331151;-11.840075182315235;0.2565607377809837;1
681;90;38012;15;3.842442199331151;-11.841820296718842;0.2565607377809837;1
682;90;38084;13;4.140686182679941;-11.840683856917716;0.2539954005818178;1
683;110;37759;14;4.090928031635782;-11.839072814393733;0.2539954005818178;1
684;90;38079;12;4.519893350002307;-11.837997994017226;0.2487810522355727;1
685;90;38080;19;4.519893350002307;-11.836918702296312;0.2489755635776833;1
686;87;37756;14;4.513532161082704;-11.83680743129703;0.249379331223899;1
687;87;38074;17;4.507213173309137;-11.840930330609249;0.2488422600318292;1
688;87;37918;11;4.970866684107111;-11.840913670587057;0.2507475949591302;1
689;87;37756;15;4.964186489434272;-11.84075965293507;0.2494299090710076;1
690;110;38076;16;4.9035597731660046;-11.840808309537229;0.2434261479789628;1
691;87;38074;17;4.89680069536525;-11.840905280755678;0.24156397581801;1
692;90;37760;14;4.9035597731660046;-11.84094938549006;0.2416611947489677;1
693;110;37921;16;4.844689345158851;-11.84210082613102;0.2409048564191103;1
694;90;38081;18;4.9035597731660046;-11.840998254329875;0.2405878754672278;1
695;87;37915;24;4.89680069536525;-11.84098527855067;0.2436382313608474;1
696;110;37922;14;4.89680069536525;-11.842105597043648;0.2390442477455776;1
697;110;38086;20;5.340622183170464;-11.840897904716805;0.2373114104512001;1
698;110;37763;18;5.276501179942014;-11.840941309747688;0.237085416904843;1
699;87;37919;13;5.26902618579654;-11.842103659702028;0.237085416904843;1
700;145;38078;14;4.773577078261994;-11.841047463287357;0.2374658319366375;1
701;110;37759;18;4.717885261097819;-11.83906104660933;0.232174770882201;1
702;87;37911;10;4.710845458794027;-11.840134477357584;0.2335214272553766;1
703;90;38088;17;4.766661097897871;-11.838880424328794;0.2335214272553766;1
704;90;37910;16;4.766661097897871;-11.840892386975984;0.2335192373059364;1
705;90;37915;13;4.773577078261994;-11.846089415670532;0.2341094501172491;1
706;87;37759;17;4.773577078261994;-11.845856808538354;0.2328399856834548;1
707;87;37921;19;4.773577078261994;-11.845895251736987;0.2331250889191194;1
708;110;37917;16;4.717885261097819;-11.851266768598714;0.2331171091585006;1
709;87;37970;15;4.710845458794027;-11.853221638089147;0.232878348490975;1
710;87;38014;16;4.703851351464382;-11.852921856592666;0.232737314371892;1
711;87;37760;10;4.752965382980588;-11.85111894015652;0.2345578493109099;1
712;87;38075;15;5.23962294037489;-11.85019046826216;0.2338733438134121;1
713;90;37918;12;5.23962294037489;-11.8501745186095;0.2336912813011159;1
714;90;37920;17;5.784769119628515;-11.85017703557211;0.2323258467546963;1
715;90;38084;17;5.784769119628515;-11.850875700014315;0.2320324465012037;1
716;145;37922;13;5.246899661298854;-11.85090298339006;0.2326072527226603;1
717;110;37762;12;5.191597786310325;-11.84900545679693;0.230415355341944;1
718;90;38235;12;5.19910416334427;-11.843850024805086;0.2308945608699349;1
719;90;37924;15;5.19910416334427;-11.843857783814402;0.2308945608699349;1
720;90;37752;10;5.738271598519825;-11.841686092320291;0.2332748189053503;1
721;87;38076;14;5.7301891714018005;-11.840662126523052;0.2335574761648411;1
722;90;37915;13;5.800493726863119;-11.841795966174226;0.2340126916308587;1
723;90;37924;14;5.800493726863119;-11.843762894845094;0.2340126916308587;1
724;110;38077;16;5.800493726863119;-11.843862201776114;0.2339232422708713;1
725;110;37761;17;5.738271598519825;-11.841903378600811;0.2339232422708713;1
726;87;37917;19;5.738271598519825;-11.841903378600811;0.2342118779053788;1
727;87;37919;17;5.738271598519825;-11.841909332276554;0.2340496701910706;1
728;87;37761;13;5.7301891714018005;-11.841100031109503;0.2346952900616967;1
729;87;38072;13;5.722161153478896;-11.840102272781994;0.2352929326124249;1
730;87;37918;13;5.714187309003455;-11.840096825136111;0.2279446063816232;1
731;87;37918;9;5.714187309003455;-11.84121838493426;0.2245495049710851;1
732;145;38072;19;5.184141086295339;-11.842160757259538;0.2250256029608074;1
733;90;37757;13;5.184141086295339;-11.840134847914417;0.2253771408723511;1
734;145;38081;16;4.703851351464382;-11.84139929999444;0.2253357272963276;1
735;145;38084;19;4.26706550274088;-11.84056746804008;0.2257555299776637;1
736;90;37759;17;4.273643938018583;-11.840545625794418;0.2246326129967193;1
737;90;38087;19;4.280264522228862;-11.844540535121649;0.2244289220306352;1
738;90;37924;13;4.280264522228862;-11.844547422539351;0.2247890456544661;1
739;145;37763;19;3.874719341953873;-11.844744084096204;0.2249204874986329;1
740;90;38082;18;3.874719341953873;-11.844813366004717;0.2249875121409678;1
741;90;38074;17;3.919304998231537;-11.844385943640148;0.2249875121409678;1
742;90;37757;17;3.965292616582337;-11.843581846601133;0.2242942154508201;1
743;110;37920;16;3.919304998231537;-11.844710704149886;0.2207949632512438;1
744;145;37917;19;3.585091256203999;-11.844698117865608;0.2208550113903904;1
745;90;38082;14;3.5907438677100254;-11.843515351451511;0.2212096355332599;1
746;90;37916;16;3.596432191246103;-11.844600327866043;0.2210922209299832;1
747;90;37803;13;3.602156367803732;-11.843498654548748;0.2213962956606192;1
748;87;38196;11;3.596432191246103;-11.84144105737446;0.2227931591850398;1
749;87;37914;17;3.5907438677100254;-11.84687096819402;0.2226397339691273;1
750;87;37759;20;3.627709003793131;-11.845022816953325;0.2234836348963005;1
751;110;38236;22;3.627709003793131;-11.841343166811887;0.2251479078729845;1
752;110;37760;20;3.627709003793131;-11.840568885619966;0.2258246364340833;1
753;90;37921;16;3.6332565088335618;-11.840576423090424;0.2258246364340833;1
754;145;38082;15;3.285399670972912;-11.83940516120668;0.2247020796220571;1
755;90;37762;9;3.285399670972912;-11.83867980084542;0.2254467482684205;1
756;145;37923;13;2.9656360361814094;-11.83867980084542;0.2259924262950303;1
757;90;38081;12;2.9656360361814094;-11.8375108182962;0.2270056978150825;1
758;90;37922;16;2.9656360361814094;-11.83856359493798;0.2268242057435562;1
759;87;37920;12;2.9656360361814094;-11.838559156450817;0.2278933196870233;1
760;87;38077;19;3.0681739648379427;-11.839337932740811;0.2258205194838478;1
761;110;37922;14;3.0681739648379427;-11.839452272179166;0.2235918794441187;1
762;90;37923;11;3.0681739648379427;-11.83971390078696;0.2178092648438896;1
763;90;38086;11;3.1091834031454333;-11.840559591796758;0.2195525472653939;1
764;90;37922;8;3.1091834031454333;-11.840567667096726;0.2222141512078079;1
765;87;37916;11;3.1091834031454333;0.1831935353031615;0.2183901297571194;1
766;87;37918;10;3.146375932002442;0.1793136764746322;0.2206772180806611;1
767;145;38084;19;2.8549413225385765;0.1598153652723813;0.2209296288360315;1
768;145;37919;16;2.54746991139507;0.1793032545376416;0.2177236223390914;1
769;90;37917;20;2.5841122702232555;0.1759090737932269;0.218517927208717;1
770;90;38079;13;2.5841122702232555;0.1567889628675413;0.2189067628304722;1
771;90;37756;13;2.6218813856269967;0.1416015447048157;0.2195378364194745;1
772;90;38076;10;2.6261145087915594;0.1187767142751027;0.2217233234377365;1
773;110;37758;22;2.9001299800212075;0.1185975935012566;0.2240149976754814;1
774;87;38084;17;2.895530703812662;0.0745533483553615;0.2238269048920184;1
775;145;37920;19;2.5884339056419363;0.0739354668016546;0.2210149455278382;1
776;90;37921;23;2.3616291186487666;0.0683978503667921;0.2235826958445473;1
777;90;37924;18;2.4045243027615357;0.0427270096617895;0.2215487272014876;1
778;145;37918;14;2.1113932091689755;0.0456607577982613;0.2218507447937098;1
779;145;38077;13;1.8424956048311925;0.0216761929969717;0.2199928796451298;1
780;90;37921;17;1.8424956048311925;0.0393388874598704;0.2197332551477818;1
781;90;37763;20;2.1113932091689755;0.0453650318602665;0.2172458452663783;1
782;145;38244;13;1.8786071772959485;0.0812796026293506;0.2137603868606199;1
783;145;37920;16;1.8786071772959485;0.0998475579619734;0.2130892639450864;1
784;90;37764;14;1.8786071772959485;0.1051015795161165;0.2133138027000049;1
785;145;37921;17;1.6278716407634757;0.0984386567112144;0.2132766722334102;1
786;145;38082;11;1.3967399819715034;0.0538953553629113;0.2115824025480009;1
787;182;37921;18;1.7288387527790678;0.0534166159304613;0.2118162066617607;1
788;145;37920;14;1.502706549076649;0.0476465022557042;0.2118976147015842;1
789;90;37924;11;1.502706549076649;0.0471614918975942;0.2137070071562343;1
790;145;37988;13;1.502706549076649;0.0540190444546763;0.2137791762902128;1
791;90;38005;12;1.502706549076649;0.0358644207846043;0.2148529211595166;1
792;90;37919;12;1.502706549076649;0.0358644207846043;0.2159020098732845;1
793;90;37760;9;1.502706549076649;0.0583702626203281;0.2148609563007303;1
794;110;38238;14;1.6999960167004766;0.0878599723702449;0.2148649833262505;1
795;90;37923;15;1.7288387527790678;0.0881792183067344;0.2131544332941093;1
796;90;37760;7;1.7321897832548985;0.0916851932810463;0.2186639007428771;1
797;90;38239;21;1.7321897832548985;0.1374192307577204;0.2197884021003462;1
798;87;37916;15;1.7288387527790678;0.1383329111080332;0.2181637429056928;1
799;145;37760;15;1.502706549076649;0.1412054114556992;0.2181637429056928;1
800;90;38235;10;1.502706549076649;0.1789257461371385;0.2203379598317397;1
801;145;37925;14;1.3175609753893989;0.1781729344235622;0.2194418358693253;1
802;90;37758;27;1.3175609753893989;0.1818349777015489;0.2274139250692113;1
803;110;38080;22;1.293044033284685;0.1619173685011879;0.2296394685590473;1
804;110;37867;16;1.4765441876790273;0.1880128878613049;0.2293500870179357;1
805;145;37973;14;1.2693121222540729;0.1760071325921544;0.2295601360859109;1
806;145;38085;15;1.0767730679974574;0.1757511848293788;0.2279344733515343;1
807;90;37765;13;1.0767730679974574;0.1799740965496574;0.2268546302371108;1
808;90;37926;16;1.098293349913491;0.1757713023262456;0.2266269938388568;1
809;90;38242;21;0.985444661633018;0.2126497790500943;0.2281614897020716;1
810;110;37760;15;0.985444661633018;0.2124650200744263;0.2280284035412248;1
811;90;37918;20;0.9881693456457132;0.2100219436623469;0.2288910042259445;1
812;90;38245;14;0.9909115273620018;0.2448248072325713;0.2251542376886526;1
813;90;37761;17;0.9936712524447522;0.2469977862440297;0.2252078726485944;1
814;87;37917;14;0.9936712524447522;0.2461834330251486;0.2252078726485944;1
815;145;38088;7;0.8123884828766953;0.2457161685583076;0.2303389851591539;1
816;90;37765;10;0.8123884828766953;0.2482826204328939;0.2321209108871221;1
817;145;37918;10;0.6438287851568311;0.2487061764573605;0.2344205316019936;1
818;110;38081;13;0.6239839466245434;0.2482014464787893;0.2339626289478101;1
819;87;37914;17;0.6214313394818964;0.2465036864555791;0.2339460798329417;1
820;110;37762;11;0.6022231137747379;0.2691386103715047;0.2339914074216912;1
821;110;37757;13;0.3257801616338352;0.2683675258085501;0.2329107648747699;1
822;145;38074;13;0.1799947208785068;0.2686164952495644;0.2333943308420989;1
823;182;37918;15;0.5837033631259748;0.2688992499202884;0.233154973254178;1
824;110;37762;18;0.565867387827069;0.2636366501644482;0.233154973254178;1
825;90;38080;13;0.565867387827069;0.2571234090165333;0.2336508129779007;1
826;90;38079;15;0.565867387827069;0.2573215592479546;0.233154973254178;1
827;90;37762;10;0.5837033631259748;0.2578616547694962;0.2351972321782029;1
828;90;37911;22;0.5837033631259748;0.2795092626055542;0.2366192503471878;1
829;87;38224;13;0.5810516388053216;0.3006492657579799;0.2365640335976231;1
830;90;37774;13;0.5837033631259748;0.3036836910121167;0.2368769529628052;1
831;182;37761;13;0.7111750327645638;0.3263193811751504;0.2373399475900131;1
832;90;37922;9;0.714012904267762;0.3257583837512429;0.2388677265515664;1
833;90;38077;12;0.7168658706802395;0.3039034189175707;0.2397875257348874;1
834;90;37924;20;0.732815156358807;0.3239546049280229;0.2408846548987677;1
